0.000000000000000000e+00,1.752999999999999892e+00,2.521600000000000108e+01,3.125600000000000023e+01,3.078399999999999892e+01,2.683999999999999986e+01,1.796799999999999997e+01,1.992800000000000082e+01,2.345599999999999952e+01,1.614399999999999835e+01,2.593599999999999994e+01,2.503999999999999915e+01
1.000000000000000000e+03,1.568999999999999950e+00,3.139199999999999946e+01,3.563199999999999790e+01,3.227199999999999847e+01,3.188800000000000168e+01,3.311200000000000188e+01,2.400799999999999912e+01,2.328000000000000114e+01,2.810399999999999920e+01,2.492000000000000171e+01,2.500000000000000000e+01
2.000000000000000000e+03,1.538999999999999924e+00,3.507200000000000273e+01,3.313600000000000279e+01,3.221600000000000108e+01,2.892800000000000082e+01,3.575200000000000244e+01,2.779200000000000159e+01,2.596799999999999997e+01,3.014399999999999835e+01,3.450399999999999778e+01,3.314399999999999835e+01
3.000000000000000000e+03,1.477000000000000091e+00,3.660799999999999699e+01,3.458400000000000318e+01,3.167999999999999972e+01,2.919999999999999929e+01,3.396000000000000085e+01,3.391199999999999903e+01,2.801599999999999824e+01,3.026399999999999935e+01,3.250399999999999778e+01,3.352000000000000313e+01
4.000000000000000000e+03,1.441000000000000059e+00,3.675200000000000244e+01,3.139999999999999858e+01,3.160000000000000142e+01,3.167999999999999972e+01,3.131200000000000117e+01,3.390400000000000347e+01,3.095200000000000173e+01,3.040800000000000125e+01,3.090399999999999991e+01,3.324000000000000199e+01
5.000000000000000000e+03,1.441000000000000059e+00,3.429599999999999937e+01,3.307999999999999829e+01,3.128000000000000114e+01,3.455199999999999960e+01,3.184799999999999898e+01,3.332000000000000028e+01,3.148799999999999955e+01,3.043199999999999861e+01,3.128000000000000114e+01,3.397599999999999909e+01
6.000000000000000000e+03,1.391999999999999904e+00,3.122400000000000020e+01,3.136799999999999855e+01,3.144800000000000040e+01,3.353600000000000136e+01,3.223199999999999932e+01,3.123999999999999844e+01,3.121600000000000108e+01,2.981599999999999895e+01,3.174399999999999977e+01,3.200000000000000000e+01
7.000000000000000000e+03,1.421999999999999931e+00,3.133599999999999852e+01,3.275999999999999801e+01,3.275200000000000244e+01,3.254399999999999693e+01,3.428000000000000114e+01,3.216799999999999926e+01,3.109600000000000009e+01,2.950400000000000134e+01,3.137600000000000122e+01,3.151999999999999957e+01
8.000000000000000000e+03,1.453999999999999959e+00,3.144800000000000040e+01,3.491199999999999903e+01,3.239200000000000301e+01,3.479200000000000159e+01,3.239999999999999858e+01,3.099200000000000088e+01,3.167999999999999972e+01,3.027199999999999847e+01,3.412800000000000011e+01,3.098400000000000176e+01
9.000000000000000000e+03,1.443999999999999950e+00,3.435999999999999943e+01,3.529599999999999937e+01,3.409599999999999653e+01,3.138400000000000034e+01,3.267199999999999704e+01,3.222399999999999665e+01,3.194399999999999906e+01,3.262400000000000233e+01,3.128800000000000026e+01,2.980000000000000071e+01
1.000000000000000000e+04,1.437000000000000055e+00,3.118400000000000105e+01,3.107199999999999918e+01,3.132000000000000028e+01,3.123199999999999932e+01,3.203199999999999648e+01,3.167999999999999972e+01,3.250399999999999778e+01,3.064000000000000057e+01,3.441599999999999682e+01,3.269599999999999795e+01
1.100000000000000000e+04,1.431999999999999940e+00,3.131200000000000117e+01,3.123999999999999844e+01,3.129599999999999937e+01,3.179200000000000159e+01,2.919999999999999929e+01,3.248799999999999955e+01,3.150400000000000134e+01,3.095200000000000173e+01,3.349600000000000222e+01,2.950400000000000134e+01
1.200000000000000000e+04,1.409999999999999920e+00,3.121600000000000108e+01,3.123999999999999844e+01,3.124800000000000111e+01,3.167200000000000060e+01,2.774399999999999977e+01,3.137600000000000122e+01,3.372800000000000153e+01,3.353600000000000136e+01,3.449600000000000222e+01,3.339200000000000301e+01
1.300000000000000000e+04,1.407000000000000028e+00,3.088800000000000168e+01,3.211200000000000188e+01,3.051200000000000045e+01,3.046399999999999864e+01,2.972800000000000153e+01,3.291199999999999903e+01,3.335999999999999943e+01,3.226400000000000290e+01,3.492000000000000171e+01,3.189600000000000080e+01
1.400000000000000000e+04,1.415999999999999925e+00,3.151999999999999957e+01,3.171199999999999974e+01,3.200800000000000267e+01,3.288799999999999812e+01,2.807199999999999918e+01,3.345600000000000307e+01,3.215200000000000102e+01,3.106400000000000006e+01,3.356799999999999784e+01,3.552799999999999869e+01
1.500000000000000000e+04,1.395999999999999908e+00,3.312800000000000011e+01,3.243200000000000216e+01,3.260000000000000142e+01,3.250399999999999778e+01,3.177599999999999980e+01,3.245600000000000307e+01,3.273599999999999710e+01,3.273599999999999710e+01,3.335199999999999676e+01,3.460799999999999699e+01
1.600000000000000000e+04,1.411000000000000032e+00,3.117599999999999838e+01,3.200800000000000267e+01,3.141600000000000037e+01,3.271999999999999886e+01,3.025600000000000023e+01,3.397599999999999909e+01,3.288799999999999812e+01,3.136799999999999855e+01,3.255199999999999960e+01,3.306400000000000006e+01
1.700000000000000000e+04,1.407000000000000028e+00,3.550399999999999778e+01,3.229599999999999937e+01,3.395199999999999818e+01,3.484000000000000341e+01,3.251200000000000045e+01,3.295199999999999818e+01,3.109600000000000009e+01,3.053600000000000136e+01,3.284000000000000341e+01,3.220000000000000284e+01
1.800000000000000000e+04,1.389999999999999902e+00,3.440800000000000125e+01,3.293599999999999994e+01,3.244800000000000040e+01,3.314399999999999835e+01,2.816799999999999926e+01,3.224000000000000199e+01,3.105600000000000094e+01,3.322399999999999665e+01,3.316799999999999926e+01,3.071199999999999974e+01
1.900000000000000000e+04,1.385999999999999899e+00,3.151200000000000045e+01,3.153600000000000136e+01,3.279200000000000159e+01,3.100799999999999912e+01,3.132000000000000028e+01,3.244800000000000040e+01,3.084799999999999898e+01,3.198400000000000176e+01,3.367199999999999704e+01,3.311999999999999744e+01
2.000000000000000000e+04,1.381999999999999895e+00,3.429599999999999937e+01,3.217600000000000193e+01,3.232000000000000028e+01,3.232000000000000028e+01,3.131200000000000117e+01,3.352799999999999869e+01,3.247200000000000131e+01,3.147200000000000131e+01,3.242399999999999949e+01,3.244800000000000040e+01
